congress,chamber,icpsr,party_code,,,,,,,,,
50,House,6205,200,,,,,,,,,
50,House,7076,200,,,,,,,,,
50,House,7091,200,,,,,,,,,
50,House,7262,200,,,,,,,,,
50,House,7715,100,,,,,,,,,
50,House,8314,100,,,,,,,,,
50,House,8329,200,,,,,,,,,
50,House,8755,100,,,,,,,,,
50,House,10415,200,,,,,,,,,
50,House,250,200,,,,,,,,,
50,House,8799,200,,,,,,,,,
50,House,2084,100,,,,,,,,,
50,House,2337,100,,,,,,,,,
50,House,2553,100,,,,,,,,,
50,House,2918,100,,,,,,,,,
50,House,4297,100,,,,,,,,,
50,House,7359,100,,,,,,,,,
50,House,9387,100,,,,,,,,,
50,House,1348,200,,,,,,,,,
50,House,2973,100,,,,,,,,,
50,House,3626,100,,,,,,,,,
50,House,4606,200,,,,,,,,,
50,House,6359,100,,,,,,,,,
50,House,6849,100,,,,,,,,,
50,House,7394,100,,,,,,,,,
50,House,7877,100,,,,,,,,,
50,House,9857,100,,,,,,,,,
50,House,10076,100,,,,,,,,,
50,House,4,100,,,,,,,,,
50,House,2141,100,,,,,,,,,
50,House,2230,100,,,,,,,,,
50,House,4070,100,,,,,,,,,
50,House,5237,100,,,,,,,,,
50,House,5460,100,,,,,,,,,
50,House,6043,100,,,,,,,,,
50,House,6531,100,,,,,,,,,
50,House,6642,100,,,,,,,,,
50,House,7769,100,,,,,,,,,
50,House,8244,100,,,,,,,,,
50,House,8931,100,,,,,,,,,
50,House,3858,200,,,,,,,,,
50,House,8943,200,,,,,,,,,
50,House,892,200,,,,,,,,,
50,House,897,200,,,,,,,,,
50,House,1121,200,,,,,,,,,
50,House,1145,200,,,,,,,,,
50,House,3427,200,,,,,,,,,
50,House,4572,355,,,,,,,,,
50,House,5572,100,,,,,,,,,
50,House,7028,100,,,,,,,,,
50,House,10285,100,,,,,,,,,
50,House,10432,200,,,,,,,,,
50,House,3646,200,,,,,,,,,
50,House,4504,100,,,,,,,,,
50,House,8732,100,,,,,,,,,
50,House,10262,100,,,,,,,,,
50,House,1593,200,,,,,,,,,
50,House,1754,200,,,,,,,,,
50,House,3869,200,,,,,,,,,
50,House,4196,200,,,,,,,,,
50,House,4684,100,,,,,,,,,
50,House,5401,200,,,,,,,,,
50,House,8629,355,,,,,,,,,
50,House,8893,200,,,,,,,,,
50,House,9305,200,,,,,,,,,
50,Senate,6682,100,,,,,,,,,
50,Senate,7644,100,,,,,,,,,
50,Senate,674,100,,,,,,,,,
50,Senate,5042,100,,,,,,,,,
50,Senate,4266,100,,,,,,,,,
50,Senate,8836,200,,,,,,,,,
50,Senate,900,200,,,,,,,,,
50,Senate,9246,200,,,,,,,,,
50,Senate,4220,200,,,,,,,,,
50,Senate,7482,200,,,,,,,,,
50,Senate,3765,100,,,,,,,,,
50,Senate,8222,100,,,,,,,,,
50,Senate,1425,100,,,,,,,,,
50,Senate,7227,100,,,,,,,,,
50,Senate,1126,100,,,,,,,,,
50,Senate,1953,100,,,,,,,,,
50,Senate,2239,200,,,,,,,,,
50,Senate,3075,200,,,,,,,,,
50,Senate,9526,100,,,,,,,,,
50,Senate,9685,100,,,,,,,,,
50,Senate,141,200,,,,,,,,,
50,Senate,10234,200,,,,,,,,,
50,Senate,4801,200,,,,,,,,,
50,Senate,7489,200,,,,,,,,,
50,Senate,560,100,,,,,,,,,
50,Senate,751,100,,,,,,,,,
50,Senate,3000,100,,,,,,,,,
50,Senate,3565,100,,,,,,,,,
50,Senate,3385,200,,,,,,,,,
50,Senate,3917,200,,,,,,,,,
50,Senate,3709,100,,,,,,,,,
50,Senate,10217,100,,,,,,,,,
50,Senate,2423,200,,,,,,,,,
50,Senate,4462,200,,,,,,,,,
50,Senate,7181,200,,,,,,,,,
50,Senate,8957,200,,,,,,,,,
50,Senate,2377,200,,,,,,,,,
50,Senate,8165,200,,,,,,,,,
50,Senate,3532,100,,,,,,,,,
50,Senate,9793,100,,,,,,,,,
50,Senate,1892,100,,,,,,,,,
50,Senate,9665,100,,,,,,,,,
50,Senate,5951,200,,,,,,,,,
50,Senate,7148,200,,,,,,,,,
50,Senate,5046,200,,,,,,,,,
50,Senate,8948,200,,,,,,,,,
50,Senate,765,200,,,,,,,,,
50,Senate,1641,200,,,,,,,,,
50,Senate,1683,200,,,,,,,,,
50,Senate,799,100,,,,,,,,,
50,Senate,6375,100,,,,,,,,,
50,Senate,3024,200,,,,,,,,,
50,Senate,4452,200,,,,,,,,,
50,Senate,7737,100,,,,,,,,,
50,Senate,9601,100,,,,,,,,,
50,Senate,7272,100,,,,,,,,,
50,Senate,8454,200,,,,,,,,,
50,Senate,2649,200,,,,,,,,,
50,Senate,6565,200,,,,,,,,,
50,Senate,1435,200,,,,,,,,,
50,Senate,7668,200,,,,,,,,,
50,Senate,71,200,,,,,,,,,
50,Senate,1613,200,,,,,,,,,
50,Senate,1344,100,,,,,,,,,
50,Senate,4020,100,,,,,,,,,
50,Senate,508,100,,,,,,,,,
50,Senate,4104,100,,,,,,,,,
50,Senate,1915,100,,,,,,,,,
50,Senate,7769,100,,,,,,,,,
50,Senate,2855,200,,,,,,,,,
50,Senate,6696,200,,,,,,,,,
50,Senate,2325,100,,,,,,,,,
50,Senate,7894,200,,,,,,,,,
50,Senate,3081,100,,,,,,,,,
50,Senate,5173,100,,,,,,,,,
50,Senate,8239,200,,,,,,,,,
50,Senate,8800,200,,,,,,,,,
51,President,99891,200,,,,,,,,,
51,House,403,100,,,,,,,,,
51,House,1799,100,,,,,,,,,
51,House,1869,100,,,,,,,,,
51,House,3283,100,,,,,,,,,
51,House,4349,100,,,,,,,,,
51,House,6234,200,,,,,,,,,
51,House,6996,100,,,,,,,,,
51,House,9528,100,,,,,,,,,
51,House,9992,100,,,,,,,,,
51,House,991,100,,,,,,,,,
51,House,1597,100,,,,,,,,,
51,House,3089,356,,,,,,,,,
51,House,6379,100,,,,,,,,,
51,House,7302,100,,,,,,,,,
51,House,8030,100,,,,,,,,,
51,House,708,100,,,,,,,,,
51,House,1858,100,,,,,,,,,
51,House,2470,200,,,,,,,,,
51,House,3520,100,,,,,,,,,
51,House,6294,200,,,,,,,,,
51,House,6731,200,,,,,,,,,
51,House,9607,200,,,,,,,,,
51,House,9438,200,,,,,,,,,
51,House,6465,200,,,,,,,,,
51,House,8124,200,,,,,,,,,
51,House,8522,200,,,,,,,,,
51,House,10125,100,,,,,,,,,
51,House,7325,100,,,,,,,,,
51,House,1231,100,,,,,,,,,
51,House,2367,100,,,,,,,,,
51,House,447,100,,,,,,,,,
51,House,804,100,,,,,,,,,
51,House,1472,100,,,,,,,,,
51,House,1511,100,,,,,,,,,
51,House,1833,100,,,,,,,,,
51,House,2177,100,,,,,,,,,
51,House,3835,100,,,,,,,,,
51,House,5620,100,,,,,,,,,
51,House,8940,100,,,,,,,,,
51,House,9516,100,,,,,,,,,
51,House,9120,200,,,,,,,,,
51,House,27,200,,,,,,,,,
51,House,1483,200,,,,,,,,,
51,House,3180,100,,,,,,,,,
51,House,3278,100,,,,,,,,,
51,House,3546,200,,,,,,,,,
51,House,4316,200,,,,,,,,,
51,House,4406,200,,,,,,,,,
51,House,4458,200,,,,,,,,,
51,House,4564,200,,,,,,,,,
51,House,5440,100,,,,,,,,,
51,House,5505,100,,,,,,,,,
51,House,6065,200,,,,,,,,,
51,House,7277,200,,,,,,,,,
51,House,7548,200,,,,,,,,,
51,House,8094,200,,,,,,,,,
51,House,8624,200,,,,,,,,,
51,House,8815,100,,,,,,,,,
51,House,9196,200,,,,,,,,,
51,House,9443,100,,,,,,,,,
51,House,10096,100,,,,,,,,,
51,House,10153,100,,,,,,,,,
51,House,1083,100,,,,,,,,,
51,House,1114,100,,,,,,,,,
51,House,1146,200,,,,,,,,,
51,House,1363,100,,,,,,,,,
51,House,1679,200,,,,,,,,,
51,House,2045,100,,,,,,,,,
51,House,4529,100,,,,,,,,,
51,House,6013,100,,,,,,,,,
51,House,6148,100,,,,,,,,,
51,House,7074,100,,,,,,,,,
51,House,7135,200,,,,,,,,,
51,House,7211,100,,,,,,,,,
51,House,8478,100,,,,,,,,,
51,House,1978,200,,,,,,,,,
51,House,2648,200,,,,,,,,,
51,House,3222,200,,,,,,,,,
51,House,3517,200,,,,,,,,,
51,House,4233,100,,,,,,,,,
51,House,4243,200,,,,,,,,,
51,House,4306,200,,,,,,,,,
51,House,5203,200,,,,,,,,,
51,House,5391,200,,,,,,,,,
51,House,7791,200,,,,,,,,,
51,House,9047,200,,,,,,,,,
51,House,9122,200,,,,,,,,,
51,House,172,200,,,,,,,,,
51,House,3414,200,,,,,,,,,
51,House,5137,200,,,,,,,,,
51,House,6695,200,,,,,,,,,
51,House,7342,200,,,,,,,,,
51,House,7369,200,,,,,,,,,
51,House,8157,200,,,,,,,,,
51,House,9514,200,,,,,,,,,
51,House,996,100,,,,,,,,,
51,House,1509,100,,,,,,,,,
51,House,1557,100,,,,,,,,,
51,House,2563,100,,,,,,,,,
51,House,2928,100,,,,,,,,,
51,House,3155,200,,,,,,,,,
51,House,3677,100,,,,,,,,,
51,House,6194,100,,,,,,,,,
51,House,6600,100,,,,,,,,,
51,House,7276,100,,,,,,,,,
51,House,8990,100,,,,,,,,,
51,House,10241,200,,,,,,,,,
51,House,781,100,,,,,,,,,
51,House,813,100,,,,,,,,,
51,House,1932,200,,,,,,,,,
51,House,3511,100,,,,,,,,,
51,House,7609,100,,,,,,,,,
51,House,7964,100,,,,,,,,,
51,House,10122,100,,,,,,,,,
51,House,888,200,,,,,,,,,
51,House,2606,200,,,,,,,,,
51,House,6523,200,,,,,,,,,
51,House,7795,200,,,,,,,,,
51,House,1965,100,,,,,,,,,
51,House,3557,100,,,,,,,,,
51,House,6165,200,,,,,,,,,
51,House,6777,200,,,,,,,,,
51,House,8119,100,,,,,,,,,
51,House,8958,200,,,,,,,,,
51,House,9060,100,,,,,,,,,
51,House,191,100,,,,,,,,,
51,House,409,200,,,,,,,,,
51,House,1474,200,,,,,,,,,
51,House,1910,200,,,,,,,,,
51,House,3795,200,,,,,,,,,
51,House,5738,200,,,,,,,,,
51,House,6732,200,,,,,,,,,
51,House,7075,100,,,,,,,,,
51,House,7713,200,,,,,,,,,
51,House,8001,200,,,,,,,,,
51,House,9750,200,,,,,,,,,
51,House,9769,200,,,,,,,,,
51,House,104,200,,,,,,,,,
51,House,595,200,,,,,,,,,
51,House,794,200,,,,,,,,,
51,House,1016,200,,,,,,,,,
51,House,1310,200,,,,,,,,,
51,House,1704,100,,,,,,,,,
51,House,2283,200,,,,,,,,,
51,House,7027,200,,,,,,,,,
51,House,8895,200,,,,,,,,,
51,House,9987,200,,,,,,,,,
51,House,10064,100,,,,,,,,,
51,House,1970,200,,,,,,,,,
51,House,2778,200,,,,,,,,,
51,House,3935,200,,,,,,,,,
51,House,5672,200,,,,,,,,,
51,House,8722,200,,,,,,,,,
51,House,117,100,,,,,,,,,
51,House,162,100,,,,,,,,,
51,House,1595,100,,,,,,,,,
51,House,4553,100,,,,,,,,,
51,House,5633,100,,,,,,,,,
51,House,6680,100,,,,,,,,,
51,House,8959,100,,,,,,,,,
51,House,784,100,,,,,,,,,
51,House,2631,100,,,,,,,,,
51,House,3338,200,,,,,,,,,
51,House,4188,100,,,,,,,,,
51,House,4265,100,,,,,,,,,
51,House,5286,200,,,,,,,,,
51,House,5969,100,,,,,,,,,
51,House,6928,200,,,,,,,,,
51,House,6976,100,,,,,,,,,
51,House,8989,100,,,,,,,,,
51,House,9181,100,,,,,,,,,
51,House,9701,200,,,,,,,,,
51,House,9746,100,,,,,,,,,
51,House,10057,100,,,,,,,,,
51,House,10250,100,,,,,,,,,
51,House,1550,200,,,,,,,,,
51,House,1990,200,,,,,,,,,
51,House,2676,200,,,,,,,,,
51,House,5409,200,,,,,,,,,
51,House,5520,200,,,,,,,,,
51,House,483,200,,,,,,,,,
51,House,6644,200,,,,,,,,,
51,House,6988,200,,,,,,,,,
51,House,566,200,,,,,,,,,
51,House,662,200,,,,,,,,,
51,House,1187,200,,,,,,,,,
51,House,3329,100,,,,,,,,,
51,House,3526,100,,,,,,,,,
51,House,5590,200,,,,,,,,,
51,House,6118,100,,,,,,,,,
51,House,359,200,,,,,,,,,
51,House,592,200,,,,,,,,,
51,House,1447,100,,,,,,,,,
51,House,1742,100,,,,,,,,,
51,House,2096,100,,,,,,,,,
51,House,2118,100,,,,,,,,,
51,House,2248,100,,,,,,,,,
51,House,2480,200,,,,,,,,,
51,House,2779,100,,,,,,,,,
51,House,3066,200,,,,,,,,,
51,House,3176,100,,,,,,,,,
51,House,3181,100,,,,,,,,,
51,House,3227,200,,,,,,,,,
51,House,3231,100,,,,,,,,,
51,House,5219,200,,,,,,,,,
51,House,5330,200,,,,,,,,,
51,House,5408,200,,,,,,,,,
51,House,5467,200,,,,,,,,,
51,House,5911,100,,,,,,,,,
51,House,6135,100,,,,,,,,,
51,House,6583,200,,,,,,,,,
51,House,6989,200,,,,,,,,,
51,House,7273,200,,,,,,,,,
51,House,7460,100,,,,,,,,,
51,House,7663,200,,,,,,,,,
51,House,7677,100,,,,,,,,,
51,House,7690,200,,,,,,,,,
51,House,8208,200,,,,,,,,,
51,House,8236,200,,,,,,,,,
51,House,8453,200,,,,,,,,,
51,House,8798,100,,,,,,,,,
51,House,8826,100,,,,,,,,,
51,House,8955,200,,,,,,,,,
51,House,9445,100,,,,,,,,,
51,House,9511,100,,,,,,,,,
51,House,9771,200,,,,,,,,,
51,House,10097,200,,,,,,,,,
51,House,10113,100,,,,,,,,,
51,House,1093,200,,,,,,,,,
51,House,1240,100,,,,,,,,,
51,House,1680,200,,,,,,,,,
51,House,2110,100,,,,,,,,,
51,House,3035,200,,,,,,,,,
51,House,4312,100,,,,,,,,,
51,House,6143,100,,,,,,,,,
51,House,8095,100,,,,,,,,,
51,House,8562,100,,,,,,,,,
51,House,4042,200,,,,,,,,,
51,House,856,200,,,,,,,,,
51,House,1322,200,,,,,,,,,
51,House,1360,200,,,,,,,,,
51,House,1408,200,,,,,,,,,
51,House,2059,200,,,,,,,,,
51,House,3855,200,,,,,,,,,
51,House,4240,100,,,,,,,,,
51,House,5185,200,,,,,,,,,
51,House,6312,200,,,,,,,,,
51,House,6671,200,,,,,,,,,
51,House,7116,100,,,,,,,,,
51,House,7137,100,,,,,,,,,
51,House,7649,200,,,,,,,,,
51,House,8362,100,,,,,,,,,
51,House,8714,200,,,,,,,,,
51,House,9206,200,,,,,,,,,
51,House,9224,200,,,,,,,,,
51,House,9314,200,,,,,,,,,
51,House,10087,200,,,,,,,,,
51,House,10141,200,,,,,,,,,
51,House,10427,100,,,,,,,,,
51,House,4355,200,,,,,,,,,
51,House,285,200,,,,,,,,,
51,House,536,200,,,,,,,,,
51,House,715,200,,,,,,,,,
51,House,1089,200,,,,,,,,,
51,House,1165,100,,,,,,,,,
51,House,1200,100,,,,,,,,,
51,House,2136,200,,,,,,,,,
51,House,2231,200,,,,,,,,,
51,House,2310,200,,,,,,,,,
51,House,2342,200,,,,,,,,,
51,House,4080,200,,,,,,,,,
51,House,5140,200,,,,,,,,,
51,House,5204,100,,,,,,,,,
51,House,5931,100,,,,,,,,,
51,House,6178,200,,,,,,,,,
51,House,6834,100,,,,,,,,,
51,House,7076,200,,,,,,,,,
51,House,7091,200,,,,,,,,,
51,House,7715,100,,,,,,,,,
51,House,7750,200,,,,,,,,,
51,House,7814,100,,,,,,,,,
51,House,7827,200,,,,,,,,,
51,House,7902,200,,,,,,,,,
51,House,8317,200,,,,,,,,,
51,House,8329,200,,,,,,,,,
51,House,8975,200,,,,,,,,,
51,House,9433,200,,,,,,,,,
51,House,9654,100,,,,,,,,,
51,House,9876,200,,,,,,,,,
51,House,10395,200,,,,,,,,,
51,House,10415,200,,,,,,,,,
51,House,250,200,,,,,,,,,
51,House,8799,200,,,,,,,,,
51,House,2084,100,,,,,,,,,
51,House,2337,100,,,,,,,,,
51,House,2553,100,,,,,,,,,
51,House,2918,100,,,,,,,,,
51,House,4297,100,,,,,,,,,
51,House,6511,200,,,,,,,,,
51,House,7359,100,,,,,,,,,
51,House,9387,100,,,,,,,,,
51,House,3570,200,,,,,,,,,
51,House,7431,200,,,,,,,,,
51,House,2973,100,,,,,,,,,
51,House,3008,200,,,,,,,,,
51,House,4606,200,,,,,,,,,
51,House,6359,100,,,,,,,,,
51,House,7394,100,,,,,,,,,
51,House,7439,100,,,,,,,,,
51,House,7877,100,,,,,,,,,
51,House,9198,200,,,,,,,,,
51,House,9857,100,,,,,,,,,
51,House,10076,100,,,,,,,,,
51,House,4,100,,,,,,,,,
51,House,2141,100,,,,,,,,,
51,House,2230,100,,,,,,,,,
51,House,4070,100,,,,,,,,,
51,House,5237,100,,,,,,,,,
51,House,5460,100,,,,,,,,,
51,House,6043,100,,,,,,,,,
51,House,6531,100,,,,,,,,,
51,House,6642,100,,,,,,,,,
51,House,8244,100,,,,,,,,,
51,House,8931,100,,,,,,,,,
51,House,3858,200,,,,,,,,,
51,House,8943,200,,,,,,,,,
51,House,892,200,,,,,,,,,
51,House,1145,200,,,,,,,,,
51,House,1189,100,,,,,,,,,
51,House,2856,100,,,,,,,,,
51,House,5456,200,,,,,,,,,
51,House,5572,100,,,,,,,,,
51,House,5619,100,,,,,,,,,
51,House,7028,100,,,,,,,,,
51,House,9498,100,,,,,,,,,
51,House,9660,100,,,,,,,,,
51,House,9696,200,,,,,,,,,
51,House,10285,100,,,,,,,,,
51,House,10242,200,,,,,,,,,
51,House,68,100,,,,,,,,,
51,House,284,200,,,,,,,,,
51,House,4856,100,,,,,,,,,
51,House,7321,100,,,,,,,,,
51,House,8606,200,,,,,,,,,
51,House,10262,100,,,,,,,,,
51,House,500,100,,,,,,,,,
51,House,1025,100,,,,,,,,,
51,House,1593,200,,,,,,,,,
51,House,1754,200,,,,,,,,,
51,House,4196,200,,,,,,,,,
51,House,5401,200,,,,,,,,,
51,House,6174,200,,,,,,,,,
51,House,9305,200,,,,,,,,,
51,House,9634,200,,,,,,,,,
51,House,1757,200,,,,,,,,,
51,Senate,6682,100,,,,,,,,,
51,Senate,7644,100,,,,,,,,,
51,Senate,674,100,,,,,,,,,
51,Senate,5042,100,,,,,,,,,
51,Senate,4266,100,,,,,,,,,
51,Senate,8836,200,,,,,,,,,
51,Senate,9246,200,,,,,,,,,
51,Senate,10302,200,,,,,,,,,
51,Senate,4220,200,,,,,,,,,
51,Senate,7482,200,,,,,,,,,
51,Senate,3765,100,,,,,,,,,
51,Senate,4397,200,,,,,,,,,
51,Senate,1425,100,,,,,,,,,
51,Senate,7227,100,,,,,,,,,
51,Senate,1126,100,,,,,,,,,
51,Senate,1953,100,,,,,,,,,
51,Senate,6170,200,,,,,,,,,
51,Senate,8489,200,,,,,,,,,
51,Senate,2239,200,,,,,,,,,
51,Senate,3075,200,,,,,,,,,
51,Senate,9526,100,,,,,,,,,
51,Senate,9685,100,,,,,,,,,
51,Senate,141,200,,,,,,,,,
51,Senate,10234,200,,,,,,,,,
51,Senate,4801,200,,,,,,,,,
51,Senate,7489,200,,,,,,,,,
51,Senate,560,100,,,,,,,,,
51,Senate,751,100,,,,,,,,,
51,Senate,1509,100,,,,,,,,,
51,Senate,3000,100,,,,,,,,,
51,Senate,3565,100,,,,,,,,,
51,Senate,3385,200,,,,,,,,,
51,Senate,3917,200,,,,,,,,,
51,Senate,3709,100,,,,,,,,,
51,Senate,10217,100,,,,,,,,,
51,Senate,2423,200,,,,,,,,,
51,Senate,4462,200,,,,,,,,,
51,Senate,6352,200,,,,,,,,,
51,Senate,8957,200,,,,,,,,,
51,Senate,2377,200,,,,,,,,,
51,Senate,9853,200,,,,,,,,,
51,Senate,3532,100,,,,,,,,,
51,Senate,9793,100,,,,,,,,,
51,Senate,1892,100,,,,,,,,,
51,Senate,9665,100,,,,,,,,,
51,Senate,7576,200,,,,,,,,,
51,Senate,8201,200,,,,,,,,,
51,Senate,5951,200,,,,,,,,,
51,Senate,7148,200,,,,,,,,,
51,Senate,5046,200,,,,,,,,,
51,Senate,8948,200,,,,,,,,,
51,Senate,765,200,,,,,,,,,
51,Senate,1641,200,,,,,,,,,
51,Senate,6011,200,,,,,,,,,
51,Senate,799,100,,,,,,,,,
51,Senate,6375,100,,,,,,,,,
51,Senate,3024,200,,,,,,,,,
51,Senate,4452,200,,,,,,,,,
51,Senate,7737,100,,,,,,,,,
51,Senate,9601,100,,,,,,,,,
51,Senate,1576,200,,,,,,,,,
51,Senate,7436,200,,,,,,,,,
51,Senate,7272,100,,,,,,,,,
51,Senate,8454,200,,,,,,,,,
51,Senate,2649,200,,,,,,,,,
51,Senate,6565,200,,,,,,,,,
51,Senate,1435,200,,,,,,,,,
51,Senate,7668,200,,,,,,,,,
51,Senate,71,200,,,,,,,,,
51,Senate,1613,200,,,,,,,,,
51,Senate,2624,200,,,,,,,,,
51,Senate,1344,100,,,,,,,,,
51,Senate,4020,100,,,,,,,,,
51,Senate,6614,200,,,,,,,,,
51,Senate,7379,200,,,,,,,,,
51,Senate,508,100,,,,,,,,,
51,Senate,4104,100,,,,,,,,,
51,Senate,1915,100,,,,,,,,,
51,Senate,7769,100,,,,,,,,,
51,Senate,2855,200,,,,,,,,,
51,Senate,6696,200,,,,,,,,,
51,Senate,422,100,,,,,,,,,
51,Senate,2325,100,,,,,,,,,
51,Senate,113,200,,,,,,,,,
51,Senate,8819,200,,,,,,,,,
51,Senate,3081,100,,,,,,,,,
51,Senate,5173,100,,,,,,,,,
51,Senate,8239,200,,,,,,,,,
51,Senate,8800,200,,,,,,,,,
51,Senate,1502,200,,,,,,,,,
51,Senate,9842,200,,,,,,,,,
52,President,99891,200,,,,,,,,,
52,House,403,100,,,,,,,,,
52,House,1799,100,,,,,,,,,
52,House,1869,100,,,,,,,,,
52,House,3283,100,,,,,,,,,
52,House,4349,100,,,,,,,,,
52,House,6996,100,,,,,,,,,
52,House,9528,100,,,,,,,,,
52,House,9992,100,,,,,,,,,
52,House,991,100,,,,,,,,,
52,House,1597,100,,,,,,,,,
52,House,6379,100,,,,,,,,,
52,House,7302,100,,,,,,,,,
52,House,9265,100,,,,,,,,,
52,House,906,200,,,,,,,,,
52,House,1438,100,,,,,,,,,
52,House,2291,200,,,,,,,,,
52,House,3520,100,,,,,,,,,
52,House,4402,200,,,,,,,,,
52,House,5784,200,,,,,,,,,
52,House,6294,200,,,,,,,,,
52,House,9438,200,,,,,,,,,
52,House,2462,100,,,,,,,,,
52,House,8124,200,,,,,,,,,
52,House,8792,100,,,,,,,,,
52,House,10125,100,,,,,,,,,
52,House,1605,100,,,,,,,,,
52,House,1231,100,,,,,,,,,
52,House,5943,100,,,,,,,,,
52,House,804,100,,,,,,,,,
52,House,2177,100,,,,,,,,,
52,House,3029,100,,,,,,,,,
52,House,5523,100,,,,,,,,,
52,House,5620,100,,,,,,,,,
52,House,5717,100,,,,,,,,,
52,House,6749,100,,,,,,,,,
52,House,9516,100,,,,,,,,,
52,House,9877,100,,,,,,,,,
52,House,10276,100,,,,,,,,,
52,House,9120,200,,,,,,,,,
52,House,1327,100,,,,,,,,,
52,House,1381,100,,,,,,,,,
52,House,2785,100,,,,,,,,,
52,House,3180,100,,,,,,,,,
52,House,3278,100,,,,,,,,,
52,House,4316,200,,,,,,,,,
52,House,4458,200,,,,,,,,,
52,House,4564,200,,,,,,,,,
52,House,5440,100,,,,,,,,,
52,House,6245,100,,,,,,,,,
52,House,6891,100,,,,,,,,,
52,House,7548,200,,,,,,,,,
52,House,8310,100,,,,,,,,,
52,House,8624,200,,,,,,,,,
52,House,8729,100,,,,,,,,,
52,House,8815,100,,,,,,,,,
52,House,8925,100,,,,,,,,,
52,House,9196,200,,,,,,,,,
52,House,10096,100,,,,,,,,,
52,House,10153,100,,,,,,,,,
52,House,1012,100,,,,,,,,,
52,House,1083,100,,,,,,,,,
52,House,1114,100,,,,,,,,,
52,House,1363,100,,,,,,,,,
52,House,2045,100,,,,,,,,,
52,House,4529,100,,,,,,,,,
52,House,4960,200,,,,,,,,,
52,House,6013,100,,,,,,,,,
52,House,6148,100,,,,,,,,,
52,House,7211,100,,,,,,,,,
52,House,7261,100,,,,,,,,,
52,House,8478,100,,,,,,,,,
52,House,9884,200,,,,,,,,,
52,House,920,100,,,,,,,,,
52,House,1353,100,,,,,,,,,
52,House,2648,200,,,,,,,,,
52,House,3222,200,,,,,,,,,
52,House,3994,100,,,,,,,,,
52,House,4233,100,,,,,,,,,
52,House,4306,200,,,,,,,,,
52,House,4719,200,,,,,,,,,
52,House,7346,200,,,,,,,,,
52,House,8348,100,,,,,,,,,
52,House,10022,100,,,,,,,,,
52,House,373,340,,,,,,,,,
52,House,1056,200,,,,,,,,,
52,House,1855,340,,,,,,,,,
52,House,2396,340,,,,,,,,,
52,House,3414,200,,,,,,,,,
52,House,7110,340,,,,,,,,,
52,House,8529,340,,,,,,,,,
52,House,996,100,,,,,,,,,
52,House,1557,100,,,,,,,,,
52,House,2563,100,,,,,,,,,
52,House,2928,100,,,,,,,,,
52,House,3677,100,,,,,,,,,
52,House,5166,100,,,,,,,,,
52,House,5169,100,,,,,,,,,
52,House,6194,100,,,,,,,,,
52,House,6600,100,,,,,,,,,
52,House,7276,100,,,,,,,,,
52,House,8990,100,,,,,,,,,
52,House,10241,200,,,,,,,,,
52,House,781,100,,,,,,,,,
52,House,813,100,,,,,,,,,
52,House,5405,100,,,,,,,,,
52,House,6448,100,,,,,,,,,
52,House,7609,100,,,,,,,,,
52,House,7964,100,,,,,,,,,
52,House,888,200,,,,,,,,,
52,House,2606,200,,,,,,,,,
52,House,6523,200,,,,,,,,,
52,House,7795,200,,,,,,,,,
52,House,1120,100,,,,,,,,,
52,House,1965,100,,,,,,,,,
52,House,6283,100,,,,,,,,,
52,House,7154,100,,,,,,,,,
52,House,7757,100,,,,,,,,,
52,House,8119,100,,,,,,,,,
52,House,9060,100,,,,,,,,,
52,House,191,100,,,,,,,,,
52,House,1910,200,,,,,,,,,
52,House,2034,100,,,,,,,,,
52,House,2196,100,,,,,,,,,
52,House,4465,100,,,,,,,,,
52,House,5738,200,,,,,,,,,
52,House,6732,200,,,,,,,,,
52,House,7075,100,,,,,,,,,
52,House,7713,200,,,,,,,,,
52,House,8914,100,,,,,,,,,
52,House,9750,200,,,,,,,,,
52,House,10142,100,,,,,,,,,
52,House,595,200,,,,,,,,,
52,House,1310,200,,,,,,,,,
52,House,1704,100,,,,,,,,,
52,House,3271,100,,,,,,,,,
52,House,3711,100,,,,,,,,,
52,House,7027,200,,,,,,,,,
52,House,8895,200,,,,,,,,,
52,House,9001,100,,,,,,,,,
52,House,9888,100,,,,,,,,,
52,House,9990,100,,,,,,,,,
52,House,10064,100,,,,,,,,,
52,House,10434,100,,,,,,,,,
52,House,1591,100,,,,,,,,,
52,House,3951,100,,,,,,,,,
52,House,3976,340,,,,,,,,,
52,House,4093,100,,,,,,,,,
52,House,5672,200,,,,,,,,,
52,House,117,100,,,,,,,,,
52,House,579,100,,,,,,,,,
52,House,1595,100,,,,,,,,,
52,House,4553,100,,,,,,,,,
52,House,5387,100,,,,,,,,,
52,House,5633,100,,,,,,,,,
52,House,8959,100,,,,,,,,,
52,House,244,100,,,,,,,,,
52,House,784,100,,,,,,,,,
52,House,1374,100,,,,,,,,,
52,House,1870,100,,,,,,,,,
52,House,2453,100,,,,,,,,,
52,House,2631,100,,,,,,,,,
52,House,3418,100,,,,,,,,,
52,House,4188,100,,,,,,,,,
52,House,4265,100,,,,,,,,,
52,House,5969,100,,,,,,,,,
52,House,6976,100,,,,,,,,,
52,House,7080,100,,,,,,,,,
52,House,9181,100,,,,,,,,,
52,House,10250,100,,,,,,,,,
52,House,2625,100,,,,,,,,,
52,House,1179,100,,,,,,,,,
