congress,chamber,icpsr,party_code,,,,,,,,,
62,House,8579,200,,,,,,,,,
62,House,8887,100,,,,,,,,,
62,House,7950,200,,,,,,,,,
62,House,2260,200,,,,,,,,,
62,House,9078,200,,,,,,,,,
62,House,1149,200,,,,,,,,,
62,House,3468,200,,,,,,,,,
62,House,3980,100,,,,,,,,,
62,House,4141,100,,,,,,,,,
62,House,4707,100,,,,,,,,,
62,House,5279,100,,,,,,,,,
62,House,5786,200,,,,,,,,,
62,House,6188,100,,,,,,,,,
62,House,8330,100,,,,,,,,,
62,House,9436,100,,,,,,,,,
62,House,9532,100,,,,,,,,,
62,House,10325,200,,,,,,,,,
62,House,2263,200,,,,,,,,,
62,House,3112,100,,,,,,,,,
62,House,60,213,,,,,,,,,
62,House,204,200,,,,,,,,,
62,House,308,100,,,,,,,,,
62,House,958,200,,,,,,,,,
62,House,1399,200,,,,,,,,,
62,House,1988,100,,,,,,,,,
62,House,2007,100,,,,,,,,,
62,House,2321,200,,,,,,,,,
62,House,2461,200,,,,,,,,,
62,House,2720,200,,,,,,,,,
62,House,2729,100,,,,,,,,,
62,House,2731,200,,,,,,,,,
62,House,2799,200,,,,,,,,,
62,House,3048,200,,,,,,,,,
62,House,3183,100,,,,,,,,,
62,House,3280,100,,,,,,,,,
62,House,3531,100,,,,,,,,,
62,House,3651,100,,,,,,,,,
62,House,4129,100,,,,,,,,,
62,House,5251,100,,,,,,,,,
62,House,5627,100,,,,,,,,,
62,House,5676,100,,,,,,,,,
62,House,5709,100,,,,,,,,,
62,House,5922,100,,,,,,,,,
62,House,5936,200,,,,,,,,,
62,House,6433,200,,,,,,,,,
62,House,6762,200,,,,,,,,,
62,House,7236,100,,,,,,,,,
62,House,7273,200,,,,,,,,,
62,House,7775,100,,,,,,,,,
62,House,7911,100,,,,,,,,,
62,House,8517,200,,,,,,,,,
62,House,8605,100,,,,,,,,,
62,House,9080,100,,,,,,,,,
62,House,9164,100,,,,,,,,,
62,House,9554,100,,,,,,,,,
62,House,9691,200,,,,,,,,,
62,House,10220,100,,,,,,,,,
62,House,2684,100,,,,,,,,,
62,House,3051,100,,,,,,,,,
62,House,3641,100,,,,,,,,,
62,House,3868,100,,,,,,,,,
62,House,5307,100,,,,,,,,,
62,House,7160,100,,,,,,,,,
62,House,7565,100,,,,,,,,,
62,House,8588,100,,,,,,,,,
62,House,8864,100,,,,,,,,,
62,House,9898,100,,,,,,,,,
62,House,4038,200,,,,,,,,,
62,House,4289,200,,,,,,,,,
62,House,97,100,,,,,,,,,
62,House,161,100,,,,,,,,,
62,House,209,100,,,,,,,,,
62,House,258,100,,,,,,,,,
62,House,519,100,,,,,,,,,
62,House,1224,100,,,,,,,,,
62,House,1817,100,,,,,,,,,
62,House,2115,100,,,,,,,,,
62,House,2519,100,,,,,,,,,
62,House,3336,100,,,,,,,,,
62,House,3643,100,,,,,,,,,
62,House,4657,200,,,,,,,,,
62,House,5770,200,,,,,,,,,
62,House,7545,100,,,,,,,,,
62,House,8408,100,,,,,,,,,
62,House,8463,100,,,,,,,,,
62,House,9131,200,,,,,,,,,
62,House,9204,200,,,,,,,,,
62,House,10001,100,,,,,,,,,
62,House,10023,100,,,,,,,,,
62,House,10203,200,,,,,,,,,
62,House,1546,100,,,,,,,,,
62,House,2356,100,,,,,,,,,
62,House,3119,100,,,,,,,,,
62,House,6266,200,,,,,,,,,
62,House,6675,200,,,,,,,,,
62,House,4222,200,,,,,,,,,
62,House,5397,200,,,,,,,,,
62,House,55,200,,,,,,,,,
62,House,426,200,,,,,,,,,
62,House,510,200,,,,,,,,,
62,House,715,200,,,,,,,,,
62,House,917,200,,,,,,,,,
62,House,1266,200,,,,,,,,,
62,House,1352,200,,,,,,,,,
62,House,2130,200,,,,,,,,,
62,House,2310,200,,,,,,,,,
62,House,2593,100,,,,,,,,,
62,House,2659,100,,,,,,,,,
62,House,3068,200,,,,,,,,,
62,House,3243,200,,,,,,,,,
62,House,3806,100,,,,,,,,,
62,House,3816,200,,,,,,,,,
62,House,4158,200,,,,,,,,,
62,House,5289,100,,,,,,,,,
62,House,5396,200,,,,,,,,,
62,House,5453,200,,,,,,,,,
62,House,5566,100,,,,,,,,,
62,House,6083,200,,,,,,,,,
62,House,6193,200,,,,,,,,,
62,House,6271,100,,,,,,,,,
62,House,6620,200,,,,,,,,,
62,House,6640,200,,,,,,,,,
62,House,7066,200,,,,,,,,,
62,House,7172,100,,,,,,,,,
62,House,7260,200,,,,,,,,,
62,House,7540,200,,,,,,,,,
62,House,7828,200,,,,,,,,,
62,House,8081,100,,,,,,,,,
62,House,8774,200,,,,,,,,,
62,House,9647,200,,,,,,,,,
62,House,10259,100,,,,,,,,,
62,House,7098,100,,,,,,,,,
62,House,9579,200,,,,,,,,,
62,House,54,100,,,,,,,,,
62,House,1370,100,,,,,,,,,
62,House,2902,100,,,,,,,,,
62,House,3153,100,,,,,,,,,
62,House,4975,100,,,,,,,,,
62,House,5587,100,,,,,,,,,
62,House,5624,100,,,,,,,,,
62,House,1261,200,,,,,,,,,
62,House,6020,200,,,,,,,,,
62,House,295,200,,,,,,,,,
62,House,1372,100,,,,,,,,,
62,House,3490,100,,,,,,,,,
62,House,3694,100,,,,,,,,,
62,House,4617,100,,,,,,,,,
62,House,4717,100,,,,,,,,,
62,House,6293,100,,,,,,,,,
62,House,6618,100,,,,,,,,,
62,House,7150,100,,,,,,,,,
62,House,8356,200,,,,,,,,,
62,House,8537,100,,,,,,,,,
62,House,545,100,,,,,,,,,
62,House,1257,100,,,,,,,,,
62,House,1281,100,,,,,,,,,
62,House,1427,100,,,,,,,,,
62,House,2587,100,,,,,,,,,
62,House,3482,100,,,,,,,,,
62,House,3804,100,,,,,,,,,
62,House,4065,100,,,,,,,,,
62,House,4341,100,,,,,,,,,
62,House,6638,100,,,,,,,,,
62,House,7718,100,,,,,,,,,
62,House,8446,100,,,,,,,,,
62,House,8570,100,,,,,,,,,
62,House,8705,100,,,,,,,,,
62,House,8889,100,,,,,,,,,
62,House,10443,100,,,,,,,,,
62,House,4652,200,,,,,,,,,
62,House,3302,200,,,,,,,,,
62,House,3789,200,,,,,,,,,
62,House,7496,200,,,,,,,,,
62,House,1508,100,,,,,,,,,
62,House,3225,100,,,,,,,,,
62,House,3625,100,,,,,,,,,
62,House,4225,100,,,,,,,,,
62,House,4517,100,,,,,,,,,
62,House,5067,100,,,,,,,,,
62,House,5419,100,,,,,,,,,
62,House,8227,100,,,,,,,,,
62,House,8574,200,,,,,,,,,
62,House,9508,100,,,,,,,,,
62,House,4732,200,,,,,,,,,
62,House,5403,200,,,,,,,,,
62,House,9805,200,,,,,,,,,
62,House,1138,100,,,,,,,,,
62,House,2400,100,,,,,,,,,
62,House,3993,100,,,,,,,,,
62,House,4702,200,,,,,,,,,
62,House,5708,100,,,,,,,,,
62,House,665,380,,,,,,,,,
62,House,1268,100,,,,,,,,,
62,House,1567,200,,,,,,,,,
62,House,2047,200,,,,,,,,,
62,House,2366,200,,,,,,,,,
62,House,2988,200,,,,,,,,,
62,House,5355,100,,,,,,,,,
62,House,5357,200,,,,,,,,,
62,House,5607,200,,,,,,,,,
62,House,6733,200,,,,,,,,,
62,House,6869,200,,,,,,,,,
62,House,6590,200,,,,,,,,,
62,Senate,403,100,,,,,,,,,
62,Senate,5007,100,,,,,,,,,
62,Senate,273,100,,,,,,,,,
62,Senate,8665,100,,,,,,,,,
62,Senate,1793,100,,,,,,,,,
62,Senate,2392,100,,,,,,,,,
62,Senate,4287,100,,,,,,,,,
62,Senate,5104,100,,,,,,,,,
62,Senate,7345,200,,,,,,,,,
62,Senate,10372,200,,,,,,,,,
62,Senate,3873,200,,,,,,,,,
62,Senate,9288,100,,,,,,,,,
62,Senate,978,200,,,,,,,,,
62,Senate,6335,200,,,,,,,,,
62,Senate,2781,200,,,,,,,,,
62,Senate,7876,200,,,,,,,,,
62,Senate,1177,100,,,,,,,,,
62,Senate,3216,100,,,,,,,,,
62,Senate,322,100,,,,,,,,,
62,Senate,8633,100,,,,,,,,,
62,Senate,9260,100,,,,,,,,,
62,Senate,858,200,,,,,,,,,
62,Senate,964,200,,,,,,,,,
62,Senate,4377,200,,,,,,,,,
62,Senate,7351,100,,,,,,,,,
62,Senate,2239,200,,,,,,,,,
62,Senate,5781,200,,,,,,,,,
62,Senate,5201,100,,,,,,,,,
62,Senate,8478,100,,,,,,,,,
62,Senate,2252,200,,,,,,,,,
62,Senate,5198,200,,,,,,,,,
62,Senate,10449,200,,,,,,,,,
62,Senate,1046,200,,,,,,,,,
62,Senate,2269,200,,,,,,,,,
62,Senate,960,200,,,,,,,,,
62,Senate,7276,100,,,,,,,,,
62,Senate,3312,100,,,,,,,,,
62,Senate,9359,100,,,,,,,,,
62,Senate,3385,200,,,,,,,,,
62,Senate,3471,100,,,,,,,,,
62,Senate,4947,100,,,,,,,,,
62,Senate,4867,200,,,,,,,,,
62,Senate,7757,100,,,,,,,,,
62,Senate,8658,100,,,,,,,,,
62,Senate,2147,200,,,,,,,,,
62,Senate,5738,200,,,,,,,,,
62,Senate,8698,200,,,,,,,,,
62,Senate,9434,200,,,,,,,,,
62,Senate,1746,200,,,,,,,,,
62,Senate,6870,200,,,,,,,,,
62,Senate,7337,100,,,,,,,,,
62,Senate,10165,100,,,,,,,,,
62,Senate,7786,100,,,,,,,,,
62,Senate,8989,100,,,,,,,,,
62,Senate,2620,200,,,,,,,,,
62,Senate,6837,100,,,,,,,,,
62,Senate,1129,200,,,,,,,,,
62,Senate,4454,100,,,,,,,,,
62,Senate,6066,200,,,,,,,,,
62,Senate,6897,100,,,,,,,,,
62,Senate,6937,200,,,,,,,,,
62,Senate,7473,100,,,,,,,,,
62,Senate,1295,200,,,,,,,,,
62,Senate,3439,200,,,,,,,,,
62,Senate,1030,200,,,,,,,,,
62,Senate,6045,100,,,,,,,,,
62,Senate,1601,200,,,,,,,,,
62,Senate,3053,200,,,,,,,,,
62,Senate,7038,100,,,,,,,,,
62,Senate,8055,200,,,,,,,,,
62,Senate,7120,100,,,,,,,,,
62,Senate,8514,100,,,,,,,,,
62,Senate,3849,200,,,,,,,,,
62,Senate,6208,200,,,,,,,,,
62,Senate,1322,200,,,,,,,,,
62,Senate,7516,100,,,,,,,,,
62,Senate,3706,100,,,,,,,,,
62,Senate,7133,100,,,,,,,,,
62,Senate,885,200,,,,,,,,,
62,Senate,1622,100,,,,,,,,,
62,Senate,7060,200,,,,,,,,,
62,Senate,7332,200,,,,,,,,,
62,Senate,5693,200,,,,,,,,,
62,Senate,9970,200,,,,,,,,,
62,Senate,8613,100,,,,,,,,,
62,Senate,9386,100,,,,,,,,,
62,Senate,2158,200,,,,,,,,,
62,Senate,3447,200,,,,,,,,,
62,Senate,5533,100,,,,,,,,,
62,Senate,8200,200,,,,,,,,,
62,Senate,9229,100,,,,,,,,,
62,Senate,9899,100,,,,,,,,,
62,Senate,347,100,,,,,,,,,
62,Senate,2229,100,,,,,,,,,
62,Senate,5010,100,,,,,,,,,
62,Senate,8446,100,,,,,,,,,
62,Senate,8713,200,,,,,,,,,
62,Senate,9092,200,,,,,,,,,
62,Senate,2597,200,,,,,,,,,
62,Senate,7152,200,,,,,,,,,
62,Senate,6040,100,,,,,,,,,
62,Senate,9106,100,,,,,,,,,
62,Senate,5065,200,,,,,,,,,
62,Senate,7502,200,,,,,,,,,
62,Senate,1697,100,,,,,,,,,
62,Senate,9870,100,,,,,,,,,
62,Senate,5401,200,,,,,,,,,
62,Senate,8893,200,,,,,,,,,
62,Senate,1757,200,,,,,,,,,
62,Senate,9842,200,,,,,,,,,
63,President,99895,100,,,,,,,,,
63,House,11,100,,,,,,,,,
63,House,757,100,,,,,,,,,
63,House,1291,100,,,,,,,,,
63,House,1821,100,,,,,,,,,
63,House,2514,100,,,,,,,,,
63,House,4099,100,,,,,,,,,
63,House,4280,100,,,,,,,,,
63,House,4474,100,,,,,,,,,
63,House,6788,100,,,,,,,,,
63,House,7882,100,,,,,,,,,
63,House,9209,100,,,,,,,,,
63,House,9560,100,,,,,,,,,
63,House,4227,100,,,,,,,,,
63,House,1498,100,,,,,,,,,
63,House,3235,100,,,,,,,,,
63,House,3689,100,,,,,,,,,
63,House,4876,100,,,,,,,,,
63,House,7050,100,,,,,,,,,
63,House,9231,100,,,,,,,,,
63,House,10274,100,,,,,,,,,
63,House,600,200,,,,,,,,,
63,House,1720,100,,,,,,,,,
63,House,2261,200,,,,,,,,,
63,House,4230,200,,,,,,,,,
63,House,5090,200,,,,,,,,,
63,House,5196,328,,,,,,,,,
63,House,5221,100,,,,,,,,,
63,House,5342,200,,,,,,,,,
63,House,6947,200,,,,,,,,,
63,House,7696,100,,,,,,,,,
63,House,8891,200,,,,,,,,,
63,House,5115,100,,,,,,,,,
63,House,5250,100,,,,,,,,,
63,House,8355,100,,,,,,,,,
63,House,9205,100,,,,,,,,,
63,House,2663,100,,,,,,,,,
63,House,5187,100,,,,,,,,,
63,House,5752,100,,,,,,,,,
63,House,5920,100,,,,,,,,,
63,House,7817,100,,,,,,,,,
63,House,1053,100,,,,,,,,,
63,House,1762,100,,,,,,,,,
63,House,5605,100,,,,,,,,,
63,House,8765,100,,,,,,,,,
63,House,10215,100,,,,,,,,,
63,House,44,100,,,,,,,,,
63,House,485,100,,,,,,,,,
63,House,614,100,,,,,,,,,
63,House,2178,100,,,,,,,,,
63,House,2861,100,,,,,,,,,
63,House,4060,100,,,,,,,,,
63,House,4636,100,,,,,,,,,
63,House,4699,100,,,,,,,,,
63,House,5558,100,,,,,,,,,
63,House,7185,100,,,,,,,,,
63,House,8006,100,,,,,,,,,
63,House,9467,100,,,,,,,,,
63,House,9677,100,,,,,,,,,
63,House,9748,100,,,,,,,,,
63,House,3367,200,,,,,,,,,
63,House,8598,200,,,,,,,,,
63,House,401,100,,,,,,,,,
63,House,859,100,,,,,,,,,
63,House,1048,200,,,,,,,,,
63,House,1183,100,,,,,,,,,
63,House,2063,200,,,,,,,,,
63,House,3190,100,,,,,,,,,
63,House,3311,100,,,,,,,,,
63,House,3323,100,,,,,,,,,
63,House,3435,100,,,,,,,,,
63,House,3710,100,,,,,,,,,
63,House,3735,100,,,,,,,,,
63,House,4422,100,,,,,,,,,
63,House,4445,370,,,,,,,,,
63,House,4659,100,,,,,,,,,
63,House,5899,200,,,,,,,,,
63,House,5959,200,,,,,,,,,
63,House,6122,100,,,,,,,,,
63,House,6213,100,,,,,,,,,
63,House,6300,200,,,,,,,,,
63,House,7040,100,,,,,,,,,
63,House,7691,100,,,,,,,,,
63,House,8163,100,,,,,,,,,
63,House,8976,100,,,,,,,,,
63,House,9024,100,,,,,,,,,
63,House,9193,100,,,,,,,,,
63,House,9349,370,,,,,,,,,
63,House,10190,100,,,,,,,,,
63,House,21,100,,,,,,,,,
63,House,453,100,,,,,,,,,
63,House,1844,100,,,,,,,,,
63,House,2119,100,,,,,,,,,
63,House,2241,100,,,,,,,,,
63,House,2621,100,,,,,,,,,
63,House,3764,100,,,,,,,,,
63,House,5360,100,,,,,,,,,
63,House,5657,100,,,,,,,,,
63,House,6724,100,,,,,,,,,
63,House,6758,100,,,,,,,,,
63,House,7373,100,,,,,,,,,
63,House,7743,100,,,,,,,,,
63,House,2001,100,,,,,,,,,
63,House,3664,200,,,,,,,,,
63,House,3786,200,,,,,,,,,
63,House,4195,200,,,,,,,,,
63,House,5178,200,,,,,,,,,
63,House,5294,100,,,,,,,,,
63,House,7335,100,,,,,,,,,
63,House,7636,200,,,,,,,,,
63,House,8297,200,,,,,,,,,
63,House,9430,200,,,,,,,,,
63,House,9682,100,,,,,,,,,
63,House,10351,200,,,,,,,,,
63,House,211,200,,,,,,,,,
63,House,1462,200,,,,,,,,,
63,House,1991,100,,,,,,,,,
63,House,2667,100,,,,,,,,,
63,House,4294,100,,,,,,,,,
63,House,6801,200,,,,,,,,,
63,House,6855,100,,,,,,,,,
63,House,9153,100,,,,,,,,,
63,House,437,100,,,,,,,,,
63,House,1488,100,,,,,,,,,
63,House,3138,100,,,,,,,,,
63,House,4291,100,,,,,,,,,
63,House,4942,100,,,,,,,,,
63,House,5454,200,,,,,,,,,
63,House,7577,200,,,,,,,,,
63,House,8083,100,,,,,,,,,
63,House,8452,100,,,,,,,,,
63,House,8838,100,,,,,,,,,
63,House,9309,100,,,,,,,,,
63,House,276,100,,,,,,,,,
63,House,1092,100,,,,,,,,,
63,House,2783,100,,,,,,,,,
63,House,2891,100,,,,,,,,,
63,House,2996,100,,,,,,,,,
63,House,5529,100,,,,,,,,,
63,House,6683,100,,,,,,,,,
63,House,9867,100,,,,,,,,,
63,House,3683,200,,,,,,,,,
63,House,3870,200,,,,,,,,,
63,House,4442,200,,,,,,,,,
63,House,6252,100,,,,,,,,,
63,House,7366,200,,,,,,,,,
63,House,1862,100,,,,,,,,,
63,House,2098,100,,,,,,,,,
63,House,5354,100,,,,,,,,,
63,House,5634,100,,,,,,,,,
63,House,5691,100,,,,,,,,,
63,House,7614,100,,,,,,,,,
63,House,8618,100,,,,,,,,,
63,House,9163,100,,,,,,,,,
63,House,2258,100,,,,,,,,,
63,House,2471,100,,,,,,,,,
63,House,3440,100,,,,,,,,,
63,House,3463,200,,,,,,,,,
63,House,3599,200,,,,,,,,,
63,House,3616,100,,,,,,,,,
63,House,3794,200,,,,,,,,,
63,House,6567,100,,,,,,,,,
63,House,6828,100,,,,,,,,,
63,House,7162,200,,,,,,,,,
63,House,7364,100,,,,,,,,,
63,House,7396,100,,,,,,,,,
63,House,7952,200,,,,,,,,,
63,House,8031,200,,,,,,,,,
63,House,9269,100,,,,,,,,,
63,House,9460,200,,,,,,,,,
63,House,10107,200,,,,,,,,,
63,House,10277,200,,,,,,,,,
63,House,539,100,,,,,,,,,
63,House,2144,200,,,,,,,,,
63,House,2670,100,,,,,,,,,
63,House,3275,200,,,,,,,,,
63,House,3989,200,,,,,,,,,
63,House,5139,200,,,,,,,,,
63,House,5675,200,,,,,,,,,
63,House,5874,370,,,,,,,,,
63,House,5972,200,,,,,,,,,
63,House,6327,200,,,,,,,,,
63,House,8654,200,,,,,,,,,
63,House,8683,200,,,,,,,,,
63,House,10348,370,,,,,,,,,
63,House,10441,200,,,,,,,,,
63,House,182,200,,,,,,,,,
63,House,2375,200,,,,,,,,,
63,House,4014,100,,,,,,,,,
63,House,5673,200,,,,,,,,,
63,House,5949,200,,,,,,,,,
63,House,6476,200,,,,,,,,,
63,House,8623,200,,,,,,,,,
63,House,8877,200,,,,,,,,,
63,House,8908,200,,,,,,,,,
63,House,9683,200,,,,,,,,,
63,House,1473,100,,,,,,,,,
63,House,1942,100,,,,,,,,,
63,House,4126,100,,,,,,,,,
63,House,4734,100,,,,,,,,,
63,House,7674,100,,,,,,,,,
63,House,8551,100,,,,,,,,,
63,House,8888,100,,,,,,,,,
63,House,10298,100,,,,,,,,,
63,House,86,100,,,,,,,,,
63,House,482,200,,,,,,,,,
63,House,850,100,,,,,,,,,
63,House,866,100,,,,,,,,,
63,House,1769,100,,,,,,,,,
63,House,2457,100,,,,,,,,,
63,House,2568,100,,,,,,,,,
63,House,2807,200,,,,,,,,,
63,House,3589,100,,,,,,,,,
63,House,3999,100,,,,,,,,,
63,House,4347,100,,,,,,,,,
63,House,4794,100,,,,,,,,,
63,House,5727,100,,,,,,,,,
63,House,8100,100,,,,,,,,,
63,House,8103,100,,,,,,,,,
63,House,8135,100,,,,,,,,,
63,House,8390,100,,,,,,,,,
63,House,3013,100,,,,,,,,,
63,House,9003,100,,,,,,,,,
63,House,498,200,,,,,,,,,
63,House,5278,200,,,,,,,,,
63,House,5730,100,,,,,,,,,
63,House,5919,100,,,,,,,,,
63,House,8579,200,,,,,,,,,
63,House,8887,100,,,,,,,,,
63,House,7950,200,,,,,,,,,
63,House,7784,100,,,,,,,,,
63,House,8915,100,,,,,,,,,
63,House,365,100,,,,,,,,,
63,House,1002,100,,,,,,,,,
63,House,1149,200,,,,,,,,,
63,House,2734,200,,,,,,,,,
63,House,2808,100,,,,,,,,,
63,House,3980,100,,,,,,,,,
63,House,4141,100,,,,,,,,,
63,House,5279,100,,,,,,,,,
63,House,6035,100,,,,,,,,,
63,House,6188,100,,,,,,,,,
63,House,7203,200,,,,,,,,,
63,House,8330,100,,,,,,,,,
63,House,9436,100,,,,,,,,,
63,House,9532,100,,,,,,,,,
63,House,9780,100,,,,,,,,,
63,House,3112,100,,,,,,,,,
63,House,1127,100,,,,,,,,,
63,House,1159,100,,,,,,,,,
63,House,1399,200,,,,,,,,,
63,House,1487,100,,,,,,,,,
63,House,1500,100,,,,,,,,,
63,House,1640,370,,,,,,,,,
63,House,1743,100,,,,,,,,,
63,House,2007,100,,,,,,,,,
63,House,2301,100,,,,,,,,,
63,House,2321,200,,,,,,,,,
63,House,2666,100,,,,,,,,,
63,House,2729,100,,,,,,,,,
63,House,2776,200,,,,,,,,,
63,House,3048,200,,,,,,,,,
63,House,3183,100,,,,,,,,,
63,House,3531,100,,,,,,,,,
63,House,3621,100,,,,,,,,,
63,House,3651,100,,,,,,,,,
63,House,3725,100,,,,,,,,,
63,House,3819,100,,,,,,,,,
63,House,3985,200,,,,,,,,,
63,House,4129,100,,,,,,,,,
63,House,5627,100,,,,,,,,,
63,House,5742,100,,,,,,,,,
63,House,5922,100,,,,,,,,,
63,House,6149,100,,,,,,,,,
63,House,6433,200,,,,,,,,,
63,House,6447,100,,,,,,,,,
63,House,6762,200,,,,,,,,,
63,House,7000,100,,,,,,,,,
63,House,7037,100,,,,,,,,,
63,House,7052,100,,,,,,,,,
63,House,7196,200,,,,,,,,,
63,House,7236,100,,,,,,,,,
63,House,7273,200,,,,,,,,,
63,House,7479,200,,,,,,,,,
63,House,7911,100,,,,,,,,,
63,House,8605,100,,,,,,,,,
63,House,9076,100,,,,,,,,,
63,House,9164,100,,,,,,,,,
63,House,9200,100,,,,,,,,,
63,House,9256,100,,,,,,,,,
63,House,9554,100,,,,,,,,,
63,House,9776,200,,,,,,,,,
63,House,10220,100,,,,,,,,,
63,House,2684,100,,,,,,,,,
63,House,3051,100,,,,,,,,,
63,House,3641,100,,,,,,,,,
63,House,3868,100,,,,,,,,,
63,House,5307,100,,,,,,,,,
63,House,7160,100,,,,,,,,,
63,House,7565,100,,,,,,,,,
63,House,8588,100,,,,,,,,,
63,House,8864,100,,,,,,,,,
63,House,9898,100,,,,,,,,,
63,House,4289,200,,,,,,,,,
63,House,6975,200,,,,,,,,,
63,House,10439,200,,,,,,,,,
63,House,97,100,,,,,,,,,
63,House,209,100,,,,,,,,,
63,House,258,100,,,,,,,,,
63,House,519,100,,,,,,,,,
63,House,894,100,,,,,,,,,
63,House,1160,100,,,,,,,,,
63,House,1224,100,,,,,,,,,
63,House,1817,100,,,,,,,,,
63,House,2199,100,,,,,,,,,
63,House,3124,200,,,,,,,,,
63,House,3336,100,,,,,,,,,
63,House,3459,100,,,,,,,,,
63,House,3643,100,,,,,,,,,
63,House,3702,100,,,,,,,,,
63,House,5223,100,,,,,,,,,
63,House,7545,100,,,,,,,,,
63,House,8408,100,,,,,,,,,
63,House,8463,100,,,,,,,,,
63,House,9131,200,,,,,,,,,
63,House,10001,100,,,,,,,,,
63,House,10023,100,,,,,,,,,
63,House,10203,200,,,,,,,,,
63,House,1546,100,,,,,,,,,
63,House,2356,100,,,,,,,,,
63,House,3119,100,,,,,,,,,
63,House,6266,200,,,,,,,,,
63,House,6675,200,,,,,,,,,
63,House,6829,100,,,,,,,,,
63,House,9332,100,,,,,,,,,
63,House,9893,100,,,,,,,,,
63,House,4222,200,,,,,,,,,
63,House,5397,200,,,,,,,,,
63,House,8546,200,,,,,,,,,
63,House,55,200,,,,,,,,,
63,House,352,100,,,,,,,,,
63,House,426,200,,,,,,,,,
63,House,1055,100,,,,,,,,,
63,House,1266,200,,,,,,,,,
63,House,1352,200,,,,,,,,,
63,House,1531,100,,,,,,,,,
63,House,1572,100,,,,,,,,,
63,House,2524,100,,,,,,,,,
63,House,2593,100,,,,,,,,,
63,House,2659,100,,,,,,,,,
63,House,2853,200,,,,,,,,,
63,House,3068,200,,,,,,,,,
63,House,3732,200,,,,,,,,,
63,House,3816,200,,,,,,,,,
63,House,4716,370,,,,,,,,,
63,House,5130,200,,,,,,,,,
63,House,5154,200,,,,,,,,,
63,House,5233,200,,,,,,,,,
63,House,5366,200,,,,,,,,,
63,House,5453,200,,,,,,,,,
63,House,5566,100,,,,,,,,,
63,House,5615,100,,,,,,,,,
63,House,5640,200,,,,,,,,,
63,House,5750,100,,,,,,,,,
63,House,6640,200,,,,,,,,,
63,House,6688,200,,,,,,,,,
63,House,7172,100,,,,,,,,,
63,House,7260,200,,,,,,,,,
63,House,7540,200,,,,,,,,,
63,House,8081,100,,,,,,,,,
63,House,8116,200,,,,,,,,,
63,House,8493,200,,,,,,,,,
63,House,9249,370,,,,,,,,,
63,House,9647,200,,,,,,,,,
63,House,9792,200,,,,,,,,,
63,House,3544,100,,,,,,,,,
63,House,5174,200,,,,,,,,,
63,House,7098,100,,,,,,,,,
63,House,54,100,,,,,,,,,
63,House,1370,100,,,,,,,,,
63,House,3153,100,,,,,,,,,
63,House,4975,100,,,,,,,,,
63,House,5624,100,,,,,,,,,
63,House,7689,100,,,,,,,,,
63,House,9974,100,,,,,,,,,
63,House,1261,200,,,,,,,,,
63,House,2598,200,,,,,,,,,
63,House,6020,200,,,,,,,,,
63,House,295,200,,,,,,,,,
63,House,1372,100,,,,,,,,,
63,House,3490,100,,,,,,,,,
63,House,4617,100,,,,,,,,,
63,House,4717,100,,,,,,,,,
63,House,6293,100,,,,,,,,,
63,House,6618,100,,,,,,,,,
63,House,7150,100,,,,,,,,,
63,House,8356,200,,,,,,,,,
63,House,8537,100,,,,,,,,,
63,House,545,100,,,,,,,,,
63,House,1188,100,,,,,,,,,
63,House,1257,100,,,,,,,,,
63,House,1281,100,,,,,,,,,
63,House,1427,100,,,,,,,,,
63,House,2587,100,,,,,,,,,
63,House,2810,100,,,,,,,,,
63,House,3482,100,,,,,,,,,
63,House,3489,100,,,,,,,,,
63,House,3804,100,,,,,,,,,
63,House,4065,100,,,,,,,,,
63,House,4341,100,,,,,,,,,
63,House,7753,100,,,,,,,,,
63,House,8570,100,,,,,,,,,
63,House,8705,100,,,,,,,,,
63,House,8889,100,,,,,,,,,
63,House,9087,100,,,,,,,,,
63,House,9651,100,,,,,,,,,
63,House,10443,100,,,,,,,,,
63,House,4652,200,,,,,,,,,
63,House,4963,200,,,,,,,,,
63,House,3789,200,,,,,,,,,
63,House,7496,200,,,,,,,,,
63,House,1508,100,,,,,,,,,
63,House,3225,100,,,,,,,,,
63,House,3625,100,,,,,,,,,
63,House,4225,100,,,,,,,,,
63,House,4517,100,,,,,,,,,
63,House,5067,100,,,,,,,,,
63,House,6598,100,,,,,,,,,
63,House,8227,100,,,,,,,,,
63,House,8574,200,,,,,,,,,
63,House,9878,100,,,,,,,,,
63,House,1172,370,,,,,,,,,
63,House,3052,370,,,,,,,,,
63,House,4732,200,,,,,,,,,
63,House,4939,200,,,,,,,,,
63,House,5403,200,,,,,,,,,
63,House,303,200,,,,,,,,,
63,House,1138,100,,,,,,,,,
63,House,2400,100,,,,,,,,,
63,House,4702,200,,,,,,,,,
63,House,6755,200,,,,,,,,,
63,House,6856,100,,,,,,,,,
63,House,9093,200,,,,,,,,,
63,House,1143,200,,,,,,,,,
63,House,1268,100,,,,,,,,,
63,House,1567,200,,,,,,,,,
63,House,2047,200,,,,,,,,,
63,House,2988,200,,,,,,,,,
63,House,3348,200,,,,,,,,,
63,House,5355,100,,,,,,,,,
63,House,5607,200,,,,,,,,,
63,House,6869,200,,,,,,,,,
63,House,7816,100,,,,,,,,,
63,House,8823,200,,,,,,,,,
